ETER ID,Institution Name,Reference year,Legal status,Institution Category standardized,Total staff (FTE),Total academic staff (FTE),Total students enrolled ISCED 5-7,Flag Academic Staff FTE,Total academic staff (HC),Flag Academic Staff HC,Country code
CY0021,Cyprus International Institute of Management,2016,private,uas,31.0,10.0,263.0,0,1403.0,0,CY
CY0024,Global College,2016,private,uas,43.0,37.0,1100.0,0,646.0,0,CY
CY0025,Intercollege,2016,private,uas,45.0,28.0,284.0,0,932.0,0,CY
CY0026,KES College,2016,private,uas,69.0,41.0,397.0,0,124.0,0,CY
CY0032,Internapa College,2016,private,uas,17.0,11.0,300.0,0,88.0,0,CY
CY0033,The CTL Eurocollege,2016,private,uas,27.0,17.0,494.0,0,79.0,0,CY
CY0035,The Philips College,2016,private,uas,23.0,11.0,483.0,0,1499.0,0,CY
CY0037,Ledra College,2016,private,uas,9.0,7.0,224.0,0,1264.0,0,CY
CY0038,Πανεπιστημιο Νεαπολης,2016,private,uni,105.0,50.0,1435.0,0,39.0,0,CY
CY0039,The Cyprus Institute,2016,private,other,23.0,15.0,,0,20.0,0,CY
CY0041,Cyprus School of Molecular Medicine-The Cyprus Institute of Neurology and Genetics,2016,private,other,7.0,2.0,25.0,0,42.0,0,CY
CY0042,University of Central Lancashire - Cyprus,2016,private,uni,117.0,64.0,654.0,0,47.0,0,CY
CY0044,City Unity College Nicosia,2016,private,uas,25.0,9.0,328.0,0,21.0,0,CY
CZ0001,Akademie múzických umění v Praze,2016,public,uni,454.14,272.21,1244.0,0,58.0,0,CZ
CZ0002,Akademie výtvarných umění v Praze,2016,public,uni,114.59,70.22,292.0,0,23.0,0,CZ
CZ0003,Česká zemědělská univerzita v Praze,2016,public,uni,1516.75,699.22,18504.0,0,146.0,0,CZ
CZ0004,České vysoké učení technické v Praze,2016,public,uni,3502.77,1959.33,17248.0,2,63.0,0,CZ
CZ0005,Janáčkova akademie múzických umění v Brně,2016,public,uni,296.69,155.5,653.0,0,23.0,0,CZ
CZ0006,Jihočeská univerzita v Českých Budějovicích,2016,public,uni,1370.41,746.71,9541.0,0,116.0,0,CZ
CZ0007,Masarykova univerzita,2016,public,uni,3972.28,2092.24,29197.0,2,26.0,0,CZ
CZ0008,Mendelova univerzita v Brně,2016,public,uni,1508.84,677.19,8736.0,0,,2,CZ
CZ0009,Ostravská univerzita,2016,public,uni,862.77,527.69,8256.0,0,,0,CZ
CZ0010,Slezská univerzita v Opavě,2016,public,uni,538.49,271.81,4844.0,0,20.0,0,CZ
CZ0011,Technická univerzita v Liberci,2016,public,uni,1026.51,588.12,5865.0,2,22.0,0,CZ
CZ0012,Univerzita Hradec Králové,2016,public,uni,562.92,348.38,6394.0,0,,0,CZ
CZ0013,Univerzita J. E. Purkyně v Ústí nad Labem,2016,public,uni,815.14,438.23,7760.0,0,22.0,0,CZ
CZ0014,Univerzita Karlova,2016,public,uni,8082.53,4652.81,39786.0,2,17.0,0,CZ
CZ0015,Univerzita Palackého v Olomouci,2016,public,uni,2758.47,1562.99,18773.0,2,20.0,2,CZ
CZ0016,Univerzita Pardubice,2016,public,uni,1061.92,594.33,7242.0,2,,0,CZ
CZ0017,Univerzita Tomáše Bati ve Zlíně,2016,public,uni,846.8,476.42,8583.0,0,18.0,0,CZ
CZ0018,Veterinární a farmaceutická univerzita Brno,2016,public,uni,820.62,277.74,2695.0,0,16.0,0,CZ
CZ0019,Vysoká škola báňská - Technická univerzita Ostrava,2016,public,uni,2112.96,1077.2,13031.0,2,29.0,2,CZ
CZ0020,Vysoká škola ekonomická v Praze,2016,public,uni,1016.58,534.26,14215.0,0,27.0,0,CZ
CZ0021,Vysoká škola chemicko-technologická v Praze,2016,public,uni,1012.54,660.77,3253.0,0,11.0,0,CZ
CZ0022,Vysoká škola polytechnická Jihlava,2016,public,other,153.18,87.63,2185.0,0,20.0,0,CZ
CZ0023,Vysoká škola technická a ekonomická v Českých Budějovicích,2016,public,other,178.92,88.99,3900.0,0,33.0,2,CZ
CZ0024,Vysoká škola umělecko-průmyslová v Praze,2016,public,uni,129.0,73.16,452.0,0,22.0,0,CZ
CZ0025,Vysoké učení technické v Brně,2016,public,uni,2775.05,1308.0,18356.0,2,99.0,2,CZ
CZ0026,Západočeská univerzita v Plzni,2016,public,uni,1793.94,988.04,10304.0,2,,0,CZ
CZ0027,"Bankovní institut vysoká škola, a.s.",2016,private,other,56.5,33.6,543.0,0,10.0,0,CZ
CZ0028,"Evropský polytechnický institut, s.r.o.",2016,private,other,26.44,13.5,196.0,0,9.0,0,CZ
CZ0029,"Vysoká škola hotelová v Praze 8, s.r.o.",2016,private,other,73.9,43.9,1332.0,0,,0,CZ
CZ0033,ŠKODA AUTO VYSOKÁ ŠKOLA o.p.s.,2016,private,other,51.49,35.34,1027.0,0,,0,CZ
CZ0036,"Soukromá vysoká škola ekonomických studií, s.r.o.",2016,private,other,23.69,18.0,218.0,0,,0,CZ
CZ0037,"Vysoká škola obchodní v Praze, o.p.s.",2016,private,other,69.34,49.01,2500.0,0,11.0,0,CZ
CZ0038,"Akademie STING, o.p.s.",2016,private,other,33.41,20.13,514.0,0,24.0,0,CZ
CZ0039,"Metropolitní univerzita v Praze, o.p.s.",2016,private,uni,190.61,116.29,4541.0,0,74.0,0,CZ
CZ0040,"Univerzita Jana Amose Komenského Praha, s.r.o.",2016,private,uni,104.35,56.5,2577.0,0,,0,CZ
CZ0041,"Vysoká škola Karla Engliše v Brně, a.s.",2016,private,other,28.0,23.0,398.0,0,,0,CZ
CZ0042,"Anglo-americká vysoká škola, z.ú.",2016,private,other,60.12,60.12,514.0,0,7890.0,0,CZ
CZ0043,"Pražská vysoká škola psychosociálních studií, s.r.o.",2016,private,other,35.0,26.0,400.0,0,9581.0,0,CZ
CZ0044,"Vysoká škola aplikovaného práva, s.r.o.",2016,private,other,,,,0,1192.0,0,CZ
CZ0045,"Vysoká škola ekonomie a managementu, o.p.s.",2016,private,other,,,2246.0,0,4036.0,0,CZ
CZ0046,"University of New York in Prague, s.r.o.",2016,private,other,52.0,20.0,521.0,0,2375.0,0,CZ
CZ0048,"Vysoká škola mezinárodních a veřejných vztahů Praha, o.p.s.",2016,private,other,31.61,18.02,732.0,0,1850.0,0,CZ
CZ0051,"Západomoravská vysoká škola Třebíč, o.p.s.",2016,private,other,2.83,1.75,7.0,0,4718.0,0,CZ
CZ0052,"Academia Rerum Civilium - Vysoká škola politických a společenských věd, s.r.o.",2016,private,other,20.0,15.0,285.0,0,6342.0,0,CZ
CZ0053,"Vysoká škola evropských a regionálních studií, o.p.s.",2016,private,other,23.3,13.35,351.0,0,2923.0,0,CZ
CZ0055,"Vysoká škola regionálního rozvoje, s.r.o.",2016,private,other,28.0,18.0,1294.0,0,97.0,0,CZ
CZ0056,"Filmová akademi Miroslava Ondříčka v Písku, o.p.s.",2016,private,other,5.25,1.0,128.0,0,29.0,0,CZ
CZ0057,"Vysoká škola tělesné výchovy a sportu Palestra, s.r.o.",2016,private,other,22.63,13.01,529.0,0,27.0,0,CZ
CZ0058,"NEWTON College, a.s.",2016,private,other,35.4,16.7,873.0,0,2291.0,0,CZ
CZ0059,"Vysoká škola logistiky, o.p.s.",2016,private,other,39.09,24.89,733.0,0,1167.0,0,CZ
CZ0060,"Vysoká škola zdravotnická, o.p.s.",2016,private,other,31.1,22.2,629.0,0,1887.0,0,CZ
CZ0061,"B.I.B.S., a.s.",2016,private,other,29.0,11.3,197.0,0,832.0,0,CZ
CZ0062,"Soukromá vysoká škola ekonomická Znojmo, s.r.o.",2016,private,other,29.54,20.14,485.0,0,7531.0,0,CZ
CZ0063,"Moravská vysoká škola Olomouc, o.p.s.",2016,private,other,50.58,31.87,280.0,0,10112.0,0,CZ
CZ0064,"Vysoká škola obchodní a hotelová, s.r.o.",2016,private,other,18.6,14.35,303.0,0,7907.0,0,CZ
CZ0065,"CEVRO Institut, o.p.s.",2016,private,other,16.36,10.63,788.0,0,912.0,0,CZ
CZ0066,Unicorn College s.r.o.,2016,private,other,15.42,14.42,334.0,0,33.0,0,CZ
CZ0069,"Vysoká škola sociálně-správní, Institut celoživotního vzdělávání Havířov, o.p.s.",2016,private,other,20.0,10.0,251.0,0,1103.0,0,CZ
CZ0071,"AKCENT College, s.r.o.",2016,private,other,9.64,6.89,97.0,0,4517.0,0,CZ
CZ0072,Policejní akademie České republiky v Praze,2016,public,uni,,,2319.0,0,6001.0,0,CZ
CZ0073,Univerzita obrany v Brně,2016,public,uni,,,1551.0,0,4192.0,0,CZ
CZ0074,"ARCHIP, s.r.o.",2016,private,other,10.0,8.0,70.0,0,4582.0,0,CZ
CZ0075,"Vysoká škola aplikované psychologie, s.r.o.",2016,private,other,13.96,9.05,121.0,0,3526.0,0,CZ
CZ0076,"ART & DESIGN INSTITUT, s.r.o.",2016,private,other,2.3,2.0,128.0,0,45.0,0,CZ
CZ0077,Vysoká škola podnikání a práva,2016,private,other,58.8,44.31,1445.0,0,69.0,0,CZ
CZ0078,"Vysoká škola kreativní komunikace, s.r.o.",2016,private,other,1.92,1.58,50.0,0,126.0,0,CZ
CZ0079,"Vysoká škola finanční a správní, a.s.",2016,private,uni,,,3798.0,0,332.0,0,CZ
DE0001,Albert-Ludwigs-Universität Freiburg,2016,public,uni,11697.0,4416.0,23734.0,0,614.0,0,DE
DE0002,Ruprecht-Karls-Universität Heidelberg,2016,public,uni,13236.0,5497.0,27094.0,0,3221.0,0,DE
DE0003,Universität Hohenheim,2016,public,uni,1683.0,773.0,9083.0,0,2564.0,0,DE
DE0004,Karlsruher Institut für Technologie (KIT) - Bereich Hochschule,2016,public,uni,4477.0,2819.0,24528.0,0,268.0,0,DE
DE0005,Universität Konstanz,2016,public,uni,1981.0,1198.0,10853.0,0,7407.0,0,DE
DE0006,Universität Mannheim,2016,public,uni,1374.0,902.0,11650.0,0,1192.0,1,DE
DE0007,Universität Stuttgart,2016,public,uni,4943.0,3251.0,25686.0,0,225.0,0,DE
DE0008,Eberhard Karls Universität Tübingen,2016,public,uni,10458.0,3929.0,26041.0,0,620.0,0,DE
DE0009,Universität Ulm,2016,public,uni,6538.0,2198.0,9663.0,0,99.0,0,DE
DE0012,Zeppelin Universität Friedrichshafen (Priv. H),2016,private,uni,181.0,75.0,1023.0,0,3228.0,0,DE
DE0014,"Freie Hochschule Stuttgart, Seminar für Waldorfpädagogik",2016,private,uni,35.0,24.0,268.0,0,5042.0,0,DE
DE0015,Hochschule für jüdische Studien Heidelberg,2016,private,uni,29.0,19.0,100.0,0,3018.0,0,DE
DE0016,Universität Augsburg,2016,public,uni,1679.0,1164.0,19590.0,0,2868.0,0,DE
DE0017,Otto-Friedrich-Universität Bamberg,2016,public,uni,1077.0,689.0,12334.0,0,2455.0,0,DE
DE0018,Universität Bayreuth,2016,public,uni,1941.0,1199.0,12304.0,0,236.0,0,DE
DE0019,Katholische Universität Eichstätt-Ingolstadt (KU),2016,private,uni,703.0,428.0,5109.0,0,125.0,0,DE
DE0020,Friedrich-Alexander-Universität Erlangen-Nürnberg,2016,public,uni,10933.0,4870.0,37496.0,0,2073.0,1,DE
DE0021,Ludwig-Maximilians-Universität München,2016,public,uni,15001.0,6378.0,47496.0,0,2705.0,0,DE
DE0022,Technische Universität München,2016,public,uni,11657.0,5911.0,37110.0,0,2723.0,1,DE
DE0023,Universität der Bundeswehr München,2016,public,uni,1219.0,699.0,3025.0,0,620.0,0,DE
DE0024,Hochschule für Politik München,2016,public,uni,23.0,11.0,266.0,0,4999.0,0,DE
DE0025,Universität Passau,2016,public,uni,957.0,635.0,11469.0,0,3669.0,0,DE
DE0026,Universität Regensburg,2016,public,uni,6114.0,2466.0,19816.0,0,518.0,0,DE
DE0027,Julius-Maximilians-Universität Würzburg,2016,public,uni,9040.0,3524.0,26732.0,0,899.0,0,DE
DE0028,Freie Universität Berlin,2016,public,uni,4482.0,2443.0,31899.0,0,1141.0,0,DE
DE0029,Technische Universität Berlin,2016,public,uni,4549.0,2792.0,31475.0,0,2023.0,0,DE
DE0031,Humboldt-Universität zu Berlin,2016,public,uni,3591.0,2156.0,30716.0,0,1404.0,0,DE
DE0032,ESCP-EAP Europäische Wirtschaftshochschule Berlin,2016,private,uni,67.0,27.0,120.0,0,474.0,0,DE
DE0033,"European School of Management and Technology, Berlin (Priv. H)",2016,private,uni,75.0,42.0,275.0,0,7293.0,1,DE
DE0034,Hertie School of Governance Berlin (Priv. wiss. H),2016,private,uni,126.0,66.0,405.0,0,2929.0,0,DE
DE0035,Steinbeis-Hochschule Berlin (Priv. H),2016,private,uni,237.0,72.0,6878.0,0,5209.0,0,DE
DE0038,Europa-Universität Viadrina Frankfurt (Oder),2016,public,uni,503.0,270.0,6346.0,0,6238.0,0,DE
DE0039,Universität Potsdam,2016,public,uni,2407.0,1623.0,18670.0,0,3596.0,0,DE
DE0040,Universität Bremen,2016,public,uni,2782.0,1849.0,17975.0,0,4349.0,0,DE
DE0041,Jacobs University Bremen (Priv. H),2016,private,uni,344.0,213.0,891.0,0,4982.0,0,DE
DE0042,Universität Hamburg,2016,public,uni,11430.0,4735.0,37966.0,0,1147.0,0,DE
DE0043,Technische Universität Hamburg-Harburg,2016,public,uni,1339.0,785.0,7462.0,0,8010.0,0,DE
DE0044,Hafencity Universität Hamburg,2016,public,uni,226.0,132.0,2305.0,0,728.0,0,DE
DE0045,Helmut-Schmidt-Universität Hamburg,2016,public,uni,763.0,432.0,2435.0,1,6352.0,1,DE
DE0046,Bucerius Law School Hamburg (Priv. H),2016,private,uni,117.0,63.0,612.0,0,2512.0,0,DE
DE0047,Technische Universität Darmstadt,2016,public,uni,3983.0,2387.0,24884.0,0,2006.0,0,DE
DE0048,Johann Wolfgang Goethe-Universität Frankfurt am Main,2016,public,uni,8412.0,3519.0,43510.0,0,2309.0,0,DE
DE0049,Justus-Liebig-Universität Gießen,2016,public,uni,3508.0,1733.0,27308.0,0,501.0,0,DE
DE0051,Universität Kassel,2016,public,uni,2603.0,1586.0,24533.0,0,66.0,0,DE
DE0052,Philipps-Universität Marburg,2016,public,uni,2954.0,1481.0,24750.0,0,2324.0,0,DE
DE0053,Frankfurt School of Finance & Management-HfB (Priv. H),2016,private,uni,149.0,98.0,,0,1387.0,0,DE
DE0054,EBS Universität für Wirtschaft und Recht (Priv.),2016,private,uni,197.0,79.0,2089.0,0,4052.0,0,DE
DE0055,Ernst-Moritz-Arndt-Universität Greifswald,2016,public,uni,4346.0,1485.0,9703.0,0,158.0,0,DE
DE0056,Universität Rostock,2016,public,uni,4945.0,1946.0,12567.0,0,1536.0,0,DE
DE0058,Technische Universität Carolo-Wilhelmina zu Braunschweig,2016,public,uni,3120.0,1923.0,18606.0,0,221.0,0,DE
DE0059,Technische Universität Clausthal,2016,public,uni,993.0,513.0,4221.0,0,3078.0,0,DE
DE0060,Georg-August-Universität Göttingen,2016,public,uni,9854.0,3611.0,26979.0,0,2316.0,0,DE
DE0061,Gottfried Wilhelm Leibnitz Universität Hannover,2016,public,uni,3779.0,2496.0,25419.0,0,5705.0,0,DE
DE0063,Tierärztliche Hochschule Hannover,2016,public,uni,876.0,331.0,1632.0,0,1365.0,0,DE
DE0064,Stiftung Universität Hildesheim,2016,public,uni,664.0,451.0,7630.0,0,4959.0,0,DE
DE0065,Leuphana Universität Lüneburg,2016,public,uni,877.0,551.0,9052.0,0,22.0,0,DE
DE0066,Carl von Ossietzky Universität Oldenburg,2016,public,uni,1962.0,1147.0,13838.0,0,65.0,1,DE
DE0067,Universität Osnabrück,2016,public,uni,1386.0,817.0,13237.0,0,3529.0,1,DE
DE0068,Universität Vechta,2016,public,uni,409.0,248.0,5191.0,0,2586.0,0,DE
DE0069,RWTH Aachen,2016,public,uni,13514.0,5921.0,39843.0,0,589.0,0,DE
DE0070,Universität Bielefeld,2016,public,uni,2556.0,1593.0,22938.0,0,3575.0,0,DE
DE0071,Ruhr-Universität Bochum,2016,public,uni,4991.0,2939.0,38716.0,0,299.0,0,DE
DE0072,Rheinische Friedrich-Wilchelms-Universität Bonn,2016,public,uni,8900.0,3932.0,32626.0,0,921.0,0,DE
DE0073,Technische Universität Dortmund,2016,public,uni,3166.0,2093.0,31621.0,0,1067.0,1,DE
DE0074,Heinrich-Heine-Universität Düsseldorf,2016,public,uni,7730.0,2990.0,31771.0,0,4708.0,0,DE
DE0075,Universität Duisburg-Essen,2016,public,uni,9669.0,3584.0,41321.0,0,724.0,1,DE
DE0076,Fernuniversität in Hagen,2016,public,uni,1144.0,566.0,68007.0,0,361.0,0,DE
DE0077,Universität zu Köln,2016,public,uni,11808.0,4956.0,49804.0,0,554.0,0,DE
DE0078,Deutsche Sporthochschule Köln,2016,public,uni,576.0,329.0,5353.0,0,355.0,0,DE
DE0079,Westfälische Wilhelms-Universität Münster,2016,public,uni,11343.0,4314.0,39582.0,0,441.0,0,DE
DE0080,Universität Paderborn,2016,public,uni,2087.0,1478.0,19531.0,0,215.0,0,DE
DE0081,Universität Siegen,2016,public,uni,1858.0,1252.0,19006.0,0,238.0,0,DE
DE0082,Bergische Universität Wuppertal,2016,public,uni,1832.0,1236.0,20978.0,0,49.0,0,DE
DE0083,Universität Witten/Herdecke,2016,private,uni,478.0,247.0,1934.0,0,89.0,2,DE
DE0084,"Deutsche Hochschule der Polizei, Münster",2016,public,uni,118.0,41.0,357.0,0,24.0,0,DE
DE0085,Technische Universität Kaiserslautern,2016,public,uni,2140.0,1274.0,14072.0,0,26.0,0,DE
DE0086,Universität Koblenz-Landau,2016,public,uni,1145.0,762.0,16128.0,0,32.0,0,DE
DE0087,Johannes Gutenberg-Universität Mainz,2016,public,uni,3559.0,2112.0,30761.0,0,36.0,0,DE
DE0089,Deutsche Universität für Verwaltungswissenschaften Speyer,2016,public,uni,124.0,62.0,389.0,0,28.0,0,DE
DE0090,Universität Trier,2016,public,uni,1206.0,732.0,12906.0,0,56.0,0,DE
DE0091,WHU – Otto Beisheim School of Management,2016,private,uni,264.0,115.0,1121.0,0,231.0,0,DE
DE0092,Universität des Saarlandes Saarbrücken,2016,public,uni,6944.0,2230.0,15370.0,0,45.0,0,DE
DE0093,Technische Universität Chemnitz,2016,public,uni,2140.0,1402.0,,0,47.0,0,DE
DE0094,Technische Universität Dresden,2016,public,uni,9740.0,4078.0,30142.0,0,272.0,0,DE
DE0096,Technische Universität Bergakademie Freiberg,2016,public,uni,1419.0,856.0,4075.0,0,230.0,0,DE
DE0097,Universität Leipzig,2016,public,uni,7450.0,2887.0,26638.0,0,234.0,0,DE
DE0100,DIU-Dresden Intern. University GmbH Dresden (Priv. H),2016,private,uni,20.0,15.0,2189.0,0,413.0,0,DE
DE0101,HHL Leipzig Graduate School of Management,2016,private,uni,109.0,50.0,562.0,0,169.0,0,DE
DE0102,Martin-Luther-Universität Halle-Wittenberg,2016,public,uni,5556.0,2282.0,18636.0,0,149.0,0,DE
DE0103,Otto-von-Guericke-Universität Magdeburg,2016,public,uni,5071.0,1767.0,,0,51.0,0,DE
DE0104,Europa-Universität Flensburg,2016,public,uni,427.0,324.0,5141.0,0,497.0,0,DE
DE0105,Christian-Albrechts-Universität zu Kiel,2016,public,uni,3190.0,1974.0,23944.0,0,83.0,0,DE
DE0106,Universität Lübeck,2016,public,uni,496.0,246.0,,0,189.0,0,DE
DE0108,Universität Erfurt,2016,public,uni,653.0,414.0,5461.0,0,255.0,0,DE
DE0109,Technische Universität Ilmenau,2016,public,uni,1291.0,750.0,5694.0,0,1282.0,0,DE
DE0110,Friedrich-Schiller-Universität Jena,2016,public,uni,7514.0,2949.0,16328.0,0,149.0,0,DE
DE0111,Bauhaus-Universität Weimar,2016,public,uni,739.0,391.0,3475.0,0,328.0,1,DE
DE0112,Pädagogische Hochschule Freiburg i.Br.,2016,public,other,348.0,252.0,4768.0,0,101.0,1,DE
DE0113,Pädagogische Hochschule Heidelberg,2016,public,other,362.0,272.0,4433.0,0,170.0,0,DE
DE0114,Pädagogische Hochschule Karlsruhe,2016,public,other,267.0,182.0,3713.0,0,283.0,0,DE
DE0115,Pädagogische Hochschule Ludwigsburg,2016,public,other,369.0,257.0,,0,83.0,0,DE
DE0116,Pädagogische Hochschule Schwäbisch Gmünd,2016,public,other,203.0,133.0,2766.0,0,177.0,0,DE
DE0117,Pädagogische Hochschule Weingarten,2016,public,other,213.0,140.0,3468.0,0,19.0,0,DE
DE0119,Hochschule für Philosophie München (rk),2016,private,other,41.0,29.0,296.0,0,409.0,0,DE
DE0121,Philosophisch-Theologische Hochschule Frankfurt a.M. (rk),2016,private,other,54.0,43.0,313.0,0,86.0,0,DE
DE0122,Theologische Fakultät Fulda (rk),2016,private,other,24.0,16.0,33.0,0,296.0,0,DE
DE0127,Theologische Fakultät Paderborn (rk),2016,private,other,27.0,18.0,59.0,0,131.0,0,DE
DE0128,Philosophisch-Theologische Hochschule St. Augustin (rk),2016,private,other,22.0,18.0,68.0,0,398.0,0,DE
DE0129,Kirchliche Hochschule Wuppertal / Bethel (ev),2016,private,other,30.0,24.0,125.0,0,242.0,0,DE
DE0130,Theologische Fakultät Trier,2016,private,other,26.0,21.0,215.0,0,103.0,0,DE
